"State","Hospital.name","Establishment.ID","Medicare.Provider.No.","Local.Hospital.Network.identifier","Local.Hospital.Network","Address.Line.1","Address.Line.2","asgc_ra","Remoteness.area","Number.of.available.beds","X2012.13.Peer.Group.code","Peer.Group.Name","Provided.data.for.NPHED","Provided.data.for.NHMD","Provided.data.for.NAPEDCD","Provided.data.for.ESWT","Provided.data.for.NNAPCD","IHPA.funding.designation","full_address","lat","lon","geo_address"
"NSW","Gower Wilson (MPS)","1172C2050","0011290T",101,"South Eastern Sydney","1 Lagoon                                        Rd","Lord Howe Island                                       2898",4,"Very remote",0,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","1 Lagoon Rd Lord Howe Island 2898",-31.5301716,159.0693845,"1 lagoon rd, lord howe island nsw 2898, australia"
"NSW","Grafton","1181H2100","0011300H",111,"Northern NSW","174 Arthur                                        St","Grafton                                                2460",1,"Inner Regional",95.3,"M","Public acute group B","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","174 Arthur St Grafton 2460",-29.675442,152.941662,"174 arthur st, grafton nsw 2460, australia"
"NSW","Greenwich","1176B2080","0012510K",106,"Northern Sydney","97 River                                         Rd","Greenwich                                              2065",0,"Major Cities",38.4,"N1","Mixed subacute and non-acute","Yes","Yes","No","No","Yes","Activity-based funded hospital","97 River Rd Greenwich 2065",-33.8272574,151.1836413,"97 river rd, greenwich nsw 2065, australia"
"NSW","Grenfell (MPS)","1185L2100","0011320B",112,"Western NSW","80 Cowra                                         Rd","Grenfell                                               2810",2,"Outer Regional",42.8,"VS","Very small","Yes","Yes","Yes","No","Yes","Block-funded hospital","80 Cowra Rd Grenfell 2810",-33.8943554,148.1673418,"80 cowra rd, grenfell nsw 2810, australia"
"NSW","Griffith","1184R2050","0011340Y",114,"Murrumbidgee","1 Noorebar                                      Ave","Griffith                                               2680",2,"Outer Regional",89.6,"L","Public acute group A","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","1 Noorebar Ave Griffith 2680",-34.2821293,146.0435866,"1 noorebar ave, griffith nsw 2680, australia"
"NSW","Gulargambone (MPS)","1185K2100","0011060H",112,"Western NSW","47 Bourbah                                       St","Gulargambone                                           2828",2,"Outer Regional",12,"VS","Very small","Yes","No","Yes","No","Yes","Block-funded hospital","47 Bourbah St Gulargambone 2828",-31.3297403,148.4693334,"47 bourbah st, gulargambone nsw 2828, australia"
"NSW","Gulgong (MPS)","1185K2150","0011350X",112,"Western NSW","112 Mayne                                         St","Gulgong                                                2852",2,"Outer Regional",0,"OT","Outpatient hospital","Yes","Yes","Yes","No","Yes","Block-funded hospital","112 Mayne St Gulgong 2852",-32.3621621,149.5328792,"112 mayne st, gulgong nsw 2852, australia"
"NSW","Gundagai (MPS)","1184R2060","0011360W",114,"Murrumbidgee","50 Tor                                           St","Gundagai                                               2722",1,"Inner Regional",30,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","50 Tor St Gundagai 2722",-35.0524177,148.1027526,"uralba hostel, 50 tor st, gundagai nsw 2722, australia"
"NSW","Gunnedah","1180J2060","0011370T",109,"Hunter New England","2 Marquis                                       St","Gunnedah                                               2380",2,"Outer Regional",35.5,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Block-funded hospital","2 Marquis St Gunnedah 2380",-30.9845711,150.249106,"2 marquis st, gunnedah nsw 2380, australia"
"NSW","Guyra (MPS)","1180J2070","0011380L",109,"Hunter New England","44 Sole                                          St","Guyra                                                  2365",2,"Outer Regional",22,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","44 Sole St Guyra 2365",-30.2126574,151.6791754,"44 sole st, guyra nsw 2365, australia"
"NSW","Hawkesbury","1175D2290","0017140B",105,"Nepean Blue Mountains","Cnr Macquarie and Day                         St","Windsor                                                2756",0,"Major Cities",96.8,"M","Public acute group B","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","Cnr Macquarie and Day St Windsor 2756",-33.6100052,150.8179011,"day st & macquarie st, windsor nsw 2756, australia"
"NSW","Hay","1184R2070","0011410A",114,"Murrumbidgee","351 Murray                                        St","Hay                                                    2711",2,"Outer Regional",28,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","351 Murray St Hay 2711",-34.4998886,144.8510673,"351 murray st, hay nsw 2711, australia"
"NSW","Henty (MPS)","1184M2090","0011430X",114,"Murrumbidgee","7 Keighran                                      St","Henty                                                  2658",1,"Inner Regional",15,"VS","Very small","Yes","Yes","Yes","No","Yes","Block-funded hospital","7 Keighran St Henty 2658",-35.5155038,147.0314538,"7 keighran st, henty nsw 2658, australia"
"NSW","Hillston (MPS)","1184R2080","0011440W",114,"Murrumbidgee","48C Burns                                         St","Hillston                                               2675",3,"Remote",5,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","48C Burns St Hillston 2675",-33.478761,145.5388036,"48c burns st, hillston nsw 2675, australia"
"NSW","Holbrook (MPS)","1184M2100","0011450T",114,"Murrumbidgee","1 Bowler                                        St","Holbrook                                               2644",1,"Inner Regional",24.6,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","1 Bowler St Holbrook 2644",-35.7215545,147.3067897,"holbrook district hospital, 1 bowler st, holbrook nsw 2644, australia"
"NSW","Hornsby and Ku-Ring-Gai","1176B2100","0010140T",106,"Northern Sydney","36 Palmerston                                    Rd","Hornsby                                                2077",0,"Major Cities",273.3,"L","Public acute group A","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","36 Palmerston Rd Hornsby 2077",-33.7042722,151.1114602,"36 palmerston rd, waitara nsw 2077, australia"
"NSW","Hunter New England Mater Mental Health S","1480Q1020","0012890F",109,"Hunter New England","72 Watt                                          St","Newcastle                                              2300",0,"Major Cities",119.5,"Ps","Psychiatric","Yes","Yes","No","No","Yes","Activity-based funded hospital","72 Watt St Newcastle 2300",-32.9310035,151.7829111,"72 watt st, newcastle nsw 2300, australia"
"NSW","Illawarra Mental Health Services","1173P2170","",108,"Illawarra Shoalhaven","15 Madigan                                       BVD","Shellharbour Square                                    2529",0,"Major Cities",0,"O5","Unpeered","Yes","No","No","No","Yes","Block-funded hospital","15 Madigan BVD Shellharbour Square 2529",-34.5579988,150.842478,"15 madigan blvd, mount warrigal nsw 2528, australia"
"NSW","Inverell","1180J2080","0011460L",109,"Hunter New England","41 Swanbrook                                     Rd","Inverell                                               2360",2,"Outer Regional",43.6,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","41 Swanbrook Rd Inverell 2360",-29.7706031,151.129266,"41 swanbrook rd, inverell nsw 2360, australia"
"NSW","Ivanhoe","1186S2020","0011490H",115,"Far West","1 Columbus                                      St","Ivanhoe                                                2878",4,"Very remote",0,"OT","Outpatient hospital","Yes","No","Yes","No","Yes","Block-funded hospital","1 Columbus St Ivanhoe 2878",-32.9080412,144.3061475,"1 columbus st, ivanhoe nsw 2878, australia"
"NSW","Jerilderie (MPS)","1184M2110","0011500Y",114,"Murrumbidgee","33 Southey                                       St","Jerilderie                                             2716",2,"Outer Regional",15,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","33 Southey St Jerilderie 2716",-35.3569425,145.719071,"33 southey st, jerilderie nsw 2716, australia"
"NSW","John Hunter","1180Q2300","0012790J",109,"Hunter New England","83 Lookout                                       Rd","New Lambton Heights                                    2305",0,"Major Cities",820.7,"PR","Principal referral","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","83 Lookout Rd New Lambton Heights 2305",-32.9289391,151.6943768,"83 lookout rd, new lambton heights nsw 2305, australia"
"NSW","Junee (MPS)","1184R2090","0011510X",114,"Murrumbidgee","67 Broadway                                      St","Junee                                                  2663",1,"Inner Regional",37,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","67 Broadway St Junee 2663",-34.8649396,147.5792261,"67 broadway st, junee nsw 2663, australia"
"NSW","Justice Health","1117C1010","0012860K",119,"Justice Health & Forensic Mental Health","Anzac                                         Pde","Malabar                                                2036",0,"Major Cities",345.9,"Ps","Psychiatric","Yes","Yes","No","No","No","Block-funded hospital","Anzac Pde Malabar 2036",-33.9645973,151.2455168,"anzac parade, malabar nsw 2036, australia"
"NSW","Karitane Mothercraft Society","1171C2030","0010150L",103,"South Western Sydney","53 Mitchell                                      St","Carramar                                               2163",0,"Major Cities",18.6,"O1","Early parenting centres","Yes","Yes","No","No","Yes","Block-funded hospital","53 Mitchell St Carramar 2163",-33.8803269,150.9652361,"53 mitchell st, carramar nsw 2163, australia"
"NSW","Kenmore","1483N1010","",113,"Southern NSW","Taralga                                       Rd","Goulburn                                               2580",1,"Inner Regional",28.9,"Ps","Psychiatric","Yes","Yes","No","No","No","Block-funded hospital","Taralga Rd Goulburn 2580",-34.7145469,149.754558,"taralga rd, goulburn nsw 2580, australia"
"NSW","Kiama","1173P2040","",108,"Illawarra Shoalhaven","1 Bonaira                                       St","Kiama                                                  2533",1,"Inner Regional",17.9,"N1","Mixed subacute and non-acute","Yes","Yes","No","No","Yes","Block-funded hospital","1 Bonaira St Kiama 2533",-34.6819312,150.8496466,"1 bonaira st, kiama nsw 2533, australia"
"NSW","Kurri Kurri","1180Q2050","0011540L",109,"Hunter New England","432 Lang                                          St","Kurri Kurri                                            2327",0,"Major Cities",50.9,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","432 Lang St Kurri Kurri 2327",-32.8240012,151.4624538,"432 lang st, kurri kurri nsw 2327, australia"
"NSW","Kyogle (MPS)","1181H2130","0011550K",111,"Northern NSW","199 Sumerland Way","Kyogle                                                 2474",1,"Inner Regional",40,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","199 Sumerland Way Kyogle 2474",-28.6275101,153.002111,"199 summerland way, kyogle nsw 2474, australia"
"NSW","Lake Cargelligo (MPS)","1184L2120","0011560J",114,"Murrumbidgee","1 Uabba                                         St","Lake Cargelligo                                        2672",3,"Remote",21.9,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","1 Uabba St Lake Cargelligo 2672",-33.2912807,146.3768447,"1 uabba st, lake cargelligo nsw 2672, australia"
"NSW","Leeton","1184R2110","0011570H",114,"Murrumbidgee","1 Wade                                          Ave","Leeton                                                 2705",2,"Outer Regional",63,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Block-funded hospital","1 Wade Ave Leeton 2705",-34.5537052,146.4040844,"1 wade ave, leeton nsw 2705, australia"
"NSW","Lightning Ridge (MPS)","1185K2310","0012850L",112,"Western NSW","Lot 25 Pandora                                       St","Lightning Ridge                                        2834",3,"Remote",24,"S2","Public acute group D","Yes","Yes","Yes","No","Yes","Block-funded hospital","Lot 25 Pandora St Lightning Ridge 2834",-29.4299091,147.982061,"25 pandora st, lightning ridge nsw 2834, australia"
